template,POS,defn
devour,verb-transitive,To enjoy with avidity to appropriate or take in eagerly by the senses
devour,verb,eat greedily
devour,verb,destroy completely
devour,verb,enjoy avidly
devour,verb,eat immoderately
dial,verb-transitive,To measure with or as if with a dial
dial,verb-transitive,To point to indicate or register by means of a dial
dial,verb-transitive,To control or select by means of a dial  dial a radio station 
dial,verb-transitive,To call a party on a telephone
dial,verb-transitive,To signal a number in making a telephone call  The program dials the number and then connects to the file server 
dial,verb-intransitive,To use a dial
dial,verb-intransitive,To use a telephone
dial,verb,To measure or indicate something with a dial
dial,verb,To control or select something with a dial
dial,verb,To select a number or to call someone on a telephone
dial,verb,To use a dial or a telephone
dial,verb-transitive,To measure with a dial
dial,verb-transitive,To survey with a dial
dial,verb,operate a dial to select a telephone number
dial,verb,choose by means of a dial
die,verb-intransitive,To cease living become dead expire
die,verb-intransitive,To cease existing especially by degrees fade  The sunlight died in the west 
die,verb-intransitive,To experience an agony or suffering suggestive of that of death  nearly died of embarrassment 
die,verb-intransitive,To cease operation stop  If your vehicle dies stay with it 
die,verb-intransitive,To be destroyed as in combat  could see the remains of two aircraft that had died in the attack 
die,verb-intransitive,To become indifferent  had died to all worldly concerns 
die,verb-transitive,To cut form or stamp with or as if with a die
die,verb,To stop living to become dead to undergo death
die,verb,To stop living and undergo a specified death
die,verb,To yearn intensely
die,verb,To be utterly cut off by family or friends as if dead
die,verb,To become spiritually dead to lose hope
die,verb,To be mortified or shocked by a situation
die,verb,to stop working to break down
die,verb,To abort to terminate as an error condition
die,verb-intransitive,To pass from an animate to a lifeless state to cease to live to suffer a total and irreparable loss of action of the vital functions to become dead to expire to perish  said of animals and vegetables often with of by with from and rarely for before the cause or occasion of death
die,verb-intransitive,To suffer death to lose life
die,verb-intransitive,To perish in any manner to cease to become lost or extinct to be extinguished
die,verb-intransitive,To sink to faint to pine to languish with weakness discouragement love etc
die,verb-intransitive,To become indifferent to cease to be subject
die,verb-intransitive,To recede and grow fainter to become imperceptible to vanish  often with out or away
die,verb-intransitive,To disappear gradually in another surface as where moldings are lost in a sloped or curved face
die,verb-intransitive,To become vapid flat or spiritless as liquor
die,verb,lose sparkle or bouquet
die,verb,to be on base at the end of an inning of a player
die,verb,languish as with love or desire
die,verb,suffer spiritual death be damned in the religious sense
die,verb,pass from physical life and lose all bodily attributes and functions necessary to sustain life
die,verb,disappear or come to an end
die,verb,feel indifferent towards
die,verb,stop operating or functioning
die,verb,cut or shape with a die
die,verb,be brought to or as if to the point of death by an intense emotion such as embarrassment amusement or shame
die,verb,suffer or face the pain of death
dine,verb-intransitive,To have dinner
dine,verb-transitive,To give dinner to entertain at dinner  wined and dined the visiting senators 
dine,verb,to eat to eat dinner or supper
dine,verb,To give a dinner to to furnish with the chief meal to feed
dine,verb-intransitive,To eat the principal regular meal of the day to take dinner
dine,verb-transitive,To give a dinner to to furnish with the chief meal to feed
dine,verb,have supper eat dinner
dine,verb,give dinner to host for dinner
dip,verb-transitive,To plunge briefly into a liquid as in order to wet coat or saturate
dip,verb-transitive,To color or dye by immersing  dip Easter eggs 
dip,verb-transitive,To immerse a sheep or other animal in a disinfectant solution
dip,verb-transitive,To form a candle by repeatedly immersing a wick in melted wax or tallow
dip,verb-transitive,To galvanize or plate metal by immersion
dip,verb-transitive,To scoop up by plunging the hand or a receptacle below the surface as of a liquid ladle  dip water out of a bucket 
dip,verb-transitive,To lower and raise a flag in salute
dip,verb-transitive,To lower or drop something suddenly  dipped my head to avoid the branch 
dip,verb-intransitive,To plunge into water or other liquid and come out quickly
dip,verb-intransitive,To plunge the hand or a receptacle into liquid or a container especially so as to take something up or out  I dipped into my pocket for some coins 
dip,verb-intransitive,To withdraw a small amount from a fund  We dipped into our savings 
dip,verb-intransitive,To drop down or sink out of sight suddenly  The sun dipped below the horizon 
dip,verb-intransitive,To drop suddenly before climbing Used of an aircraft
dip,verb-intransitive,To slope downward decline  The road dipped 
dip,verb-intransitive,To decline slightly and usually temporarily  Sales dipped after Christmas 
dip,verb-intransitive,To read here and there at random browse  dipping into Chaucer 
dip,verb-intransitive,To investigate a subject superficially dabble  dipped into psychology 
dip,verb,To lower into a liquid
dip,verb,To lower a lights beam
dip,verb,To lower a flag particularly a national ensign to a partially hoisted position in order to render or to return a salute While lowered the flag is said to be at the dip A flag being carried on a staff may be dipped by leaning it forward at an approximate angle of  degrees
dip,verb,To treat cattle or sheep by immersion in chemical solution
dip,verb,To use a dip stick to check oil level in an engine
dip,verb,To consume snuff by placing a pinch behind the lip or under the tongue so that the active chemical constituents of the snuff may be absorbed into the system for their narcotic effect
dip,verb-intransitive,To immerse ones self to become plunged in a liquid to sink
dip,verb-intransitive,To perform the action of plunging some receptacle as a dipper ladle etc into a liquid or a soft substance and removing a part
dip,verb-intransitive,To pierce to penetrate  followed by in or into
dip,verb-intransitive,To enter slightly or cursorily to engage ones self desultorily or by the way to partake limitedly  followed by in or into
dip,verb-intransitive,To incline downward from the plane of the horizon
dip,verb-transitive,To plunge or immerse especially to put for a moment into a liquid to insert into a fluid and withdraw again
dip,verb-transitive,To immerse for baptism to baptize by immersion
dip,verb-transitive,To wet as if by immersing to moisten
dip,verb-transitive,To plunge or engage thoroughly in any affair
dip,verb-transitive,To take out by dipping a dipper ladle or other receptacle into a fluid and removing a part  often with out
dip,verb-transitive,To engage as a pledge to mortgage
dip,verb,place candle wicks into hot liquid wax
dip,verb,appear to move downward
dip,verb,slope downwards
dip,verb,dip into a liquid
dip,verb,plunge ones hand or a receptacle into a container
dip,verb,dip into a liquid while eating
dip,verb,scoop up by plunging ones hand or a ladle below the surface
dip,verb,stain an object by immersing it in a liquid
dip,verb,immerse in a disinfectant solution
dip,verb,take a small amount from
dip,verb,immerse briefly into a liquid so as to wet coat or saturate
dip,verb,lower briefly
dip,verb,switch a cars headlights from a higher to a lower beam
dip,verb,go down momentarily
direct,verb-transitive,To manage or conduct the affairs of regulate
direct,verb-transitive,To have or take charge of control See Synonyms at conduct
direct,verb-transitive,To give authoritative instructions to  directed the student to answer 
direct,verb-transitive,To cause to move toward a goal aim See Synonyms at aim
direct,verb-transitive,To show or indicate the way for  directed us to the airport 
direct,verb-transitive,To cause to move in or follow a straight course  directed their fire at the target 
direct,verb-transitive,To indicate the intended recipient on a letter for example
direct,verb-transitive,To address or adapt remarks for example to a specific person audience or purpose
direct,verb-transitive,To give guidance and instruction to actors or musicians for example in the rehearsal and performance of a work
direct,verb-transitive,To supervise the performance of
direct,verb-intransitive,To give commands or directions
direct,verb-intransitive,To conduct a performance or rehearsal
direct,verb,To manage control steer
direct,verb,To aim something at something else
direct,verb-intransitive,To give direction to point out a course to act as guide
direct,verb-transitive,To arrange in a direct or straight line as against a mark or towards a goal to point to aim
direct,verb-transitive,To point out or show to any one as the direct or right course or way to guide as by pointing out the way
direct,verb-transitive,To determine the direction or course of to cause to go on in a particular manner to order in the way to a certain end to regulate to govern
direct,verb-transitive,To point out to with authority to instruct as a superior to order
direct,verb-transitive,To put a direction or address upon to mark with the name and residence of the person to whom anything is sent to superscribe
direct,verb,be in charge of
direct,verb,give directions to point somebody into a certain direction
direct,verb,intend something to move towards a certain goal
direct,verb,specifically design a product event or activity for a certain public
direct,verb,cause to go somewhere
direct,verb,plan and direct a complex undertaking
direct,verb,put an address on an envelope
direct,verb,guide the actors in plays and films
direct,verb,point or cause to go blows weapons or objects such as photographic equipment towards
direct,verb,direct the course determine the direction of travelling
direct,verb,command with authority
direct,verb,take somebody somewhere
discard,verb-transitive,To throw away reject
discard,verb-transitive,To throw out a playing card from ones hand
discard,verb-transitive,To play a card other than a trump from a suit different from that of the card led
discard,verb,to throw away to reject
discard,verb-intransitive,To make a discard
discard,verb-transitive,To throw out of ones hand as superfluous cards to lay aside a card or cards
discard,verb-transitive,To cast off as useless or as no longer of service to dismiss from employment confidence or favor to discharge to turn away
discard,verb-transitive,To put or thrust away to reject
discard,verb,throw or cast away
discipline,verb-transitive,To train by instruction and practice especially to teach selfcontrol to
discipline,verb-transitive,To teach to obey rules or accept authority See Synonyms at teach
discipline,verb-transitive,To punish in order to gain control or enforce obedience See Synonyms at punish
discipline,verb-transitive,To impose order on  needed to discipline their study habits 
discipline,verb,To train someone by instruction and practice
discipline,verb,To teach someone to obey authority
discipline,verb,To punish someone in order to regain control
discipline,verb,To impose order on someone
discipline,verb-transitive,To educate to develop by instruction and exercise to train
discipline,verb-transitive,To accustom to regular and systematic action to bring under control so as to act systematically to train to act together under orders to teach subordination to to form a habit of obedience in to drill
discipline,verb-transitive,To improve by corrective and penal methods to chastise to correct
discipline,verb-transitive,To inflict ecclesiastical censures and penalties upon
discipline,verb,punish in order to gain control or enforce obedience
discipline,verb,develop childrens behavior by instruction and practice especially to teach selfcontrol
discuss,verb-transitive,To speak with another or others about talk over
discuss,verb-transitive,To examine or consider a subject in speech or writing
discuss,verb,To drive away disperse shake off
discuss,verb,To converse or debate concerning a particular topic
discuss,verb,To communicate tell or disclose information a message etc
discuss,verb-transitive,To break to pieces to shatter
discuss,verb-transitive,To break up to disperse to scatter to dissipate to drive away  said especially of tumors
discuss,verb-transitive,To shake to put away to finish
discuss,verb-transitive,To examine in detail or by disputation to reason upon by presenting favorable and adverse considerations to debate to sift to investigate to ventilate
discuss,verb-transitive,To deal with in eating or drinking
discuss,verb-transitive,To examine or search thoroughly to exhaust a remedy against as against a principal debtor before proceeding against the surety
discuss,verb,to consider or examine in speech or writing
discuss,verb,speak with others about something talk something over in detail have a discussion
disembark,verb-intransitive,To go ashore from a ship
disembark,verb-intransitive,To leave a vehicle or aircraft
disembark,verb-transitive,To take ashore from a ship
disembark,verb,To remove from on board a vessel to put on shore to land to debark
disembark,verb,To go ashore out of a ship or boat to leave a train or airplane to debark
disembark,verb-intransitive,To go ashore out of a ship or boat to leave a ship to debark
disembark,verb-transitive,To remove from on board a vessel to put on shore to land to debark
disembark,verb,go ashore
dislodge,verb-transitive,To remove or force out from a position or dwelling previously occupied
dislodge,verb-intransitive,To move or go from a dwelling or former position
dislodge,verb,To remove or force out from a position or dwelling previously occupied
dislodge,verb,To move or go from a dwelling or former position
dislodge,verb,To force out of a secure or settled position
dislodge,verb-intransitive,To go from a place of rest
dislodge,verb-transitive,To drive from a lodge or place of rest to remove from a place of quiet or repose
dislodge,verb-transitive,To drive out from a place of hiding or defense
dislodge,verb,change place or direction
dislodge,verb,remove or force out from a position
dislodge,verb,remove or force from a position of dwelling previously occupied
dismantle,verb-transitive,To take apart disassemble tear down
dismantle,verb-transitive,To put an end to in a gradual systematic way  dismantling the cumbersome regulations for interstate trucking 
dismantle,verb-transitive,To strip of furnishings or equipment  dismantled the house before knocking it down 
dismantle,verb-transitive,To strip of covering or clothing
dismantle,verb,To divest strip of dress or covering
dismantle,verb,To remove fittings or furnishings from
dismantle,verb,To take apart to disassemble to take to pieces
dismantle,verb-transitive,To strip or deprive of dress to divest
dismantle,verb-transitive,To strip of furniture and equipments guns etc to unrig to strip of walls or outworks to break down
dismantle,verb-transitive,To disable to render useless
dismantle,verb,take apart into its constituent pieces
dismantle,verb,take off or remove
dismantle,verb,tear down so as to make flat with the ground
display,verb-transitive,To present or hold up to view
display,verb-transitive,To give evidence of manifest
display,verb-transitive,To exhibit ostentatiously show off
display,verb-transitive,To be endowed with an identifiable form or character  a shrub that displays hardiness 
display,verb-transitive,To express as by gestures or bodily posture  a smirk that displayed contempt 
display,verb-transitive,To spread out unfurl  The peacock displayed its fan 
display,verb,To spread out to unfurl
display,verb-intransitive,To make a display to act as one making a show or demonstration
display,verb-transitive,To unfold to spread wide to expand to stretch out to spread
display,verb-transitive,To extend the front of a column bringing it into line
display,verb-transitive,To spread before the view to show to exhibit to the sight or to the mind to make manifest
display,verb-transitive,To make an exhibition of to set in view conspicuously or ostentatiously to exhibit for the sake of publicity to parade
display,verb-transitive,To make conspicuous by large or prominent type
display,verb-transitive,To discover to descry
display,verb-transitive,To output results or data in a visible manner on the screen of a monitor CRT or other device
display,verb,attract attention by displaying some body part or posing of animals
display,verb,to show make visible or apparent
distort,verb-transitive,To twist out of a proper or natural relation of parts misshape
distort,verb-transitive,To give a false or misleading account of misrepresent
distort,verb-transitive,To cause to work in a twisted or disorderly manner pervert
distort,verb,To bring something out of shape
distort,verb,To become misshapen
distort,verb,To give a false or misleading account of
distort,verb-transitive,To twist of natural or regular shape to twist aside physically
distort,verb-transitive,To force or put out of the true posture or direction to twist aside mentally or morally
distort,verb-transitive,To wrest from the true meaning to pervert
distort,verb,affect as in thought or feeling
distort,verb,form into a spiral shape
distort,verb,alter the shape of something by stress
distort,verb,twist and press out of shape
distort,verb,make false by mutilation or addition as of a message or story
distract,verb-transitive,To cause to turn away from the original focus of attention or interest divert
distract,verb-transitive,To pull in conflicting emotional directions unsettle
distract,verb,To divert the attention of
distract,verb-transitive,To draw apart or away to divide to disjoin
distract,verb-transitive,To draw the sight mind or attention in different directions to perplex to confuse
distract,verb-transitive,To agitate by conflicting passions or by a variety of motives or of cares to confound to harass
distract,verb-transitive,To unsettle the reason of to render insane to craze to madden  most frequently used in the participle distracted
distract,verb,draw someones attention away from something
distract,verb,disturb in mind or make uneasy or cause to be worried or alarmed
distribute,verb-transitive,To divide and dispense in portions
distribute,verb-transitive,To supply goods to retailers
distribute,verb-transitive,To deliver or pass out  distributing handbills on the street 
distribute,verb-transitive,To spread or diffuse over an area scatter  distribute grass seed over the lawn 
distribute,verb-transitive,To apportion so as to be evenly spread throughout a given area   pounds of muscle that were well distributed over his foot frame 
distribute,verb-transitive,To separate into categories classify
distribute,verb,To divide into portions and dispense
distribute,verb,To supply to retail outlets
distribute,verb,To deliver or pass out
distribute,verb,To scatter or spread
distribute,verb,To apportion more or less evenly
distribute,verb,To classify or separate into categories
distribute,verb,To be distributive
distribute,verb-intransitive,To make distribution
distribute,verb-transitive,To divide among several or many to deal out to apportion to allot
distribute,verb-transitive,To dispense to administer
distribute,verb-transitive,To divide or separate as into classes orders kinds or species to classify to assort as specimens letters etc
distribute,verb-transitive,To separate type which has been used and return it to the proper boxes in the cases
distribute,verb-transitive,To spread ink evenly as upon a roller or a table
distribute,verb-transitive,To employ a term in its whole extent to take as universal in one premise
distribute,verb,administer or bestow as in small portions
distribute,verb,distribute or disperse widely
distribute,verb,spread throughout a given area
distribute,verb,make available
distribute,verb,cause to become widely known
distribute,verb,be distributed or spread as in statistical analyses
distribute,verb,cause be distributed
distribute,verb,be mathematically distributive
distribute,verb,to arrange in a systematic order
distribute,verb,give to several people
dive,verb-intransitive,To plunge especially headfirst into water
dive,verb-intransitive,To execute a dive in athletic competition
dive,verb-intransitive,To participate in the sport of competitive diving
dive,verb-intransitive,To go toward the bottom of a body of water submerge
dive,verb-intransitive,To engage in the activity of scuba diving
dive,verb-intransitive,To submerge under power Used of a submarine
dive,verb-intransitive,To fall head down through the air
dive,verb-intransitive,To descend nose down at an acceleration usually exceeding that of free fall Used of an airplane
dive,verb-intransitive,To engage in the sport of skydiving
dive,verb-intransitive,To drop sharply and rapidly plummet  Stock prices dove  points in a single day of trading 
dive,verb-intransitive,To rush headlong and vanish into  dive into a crowd 
dive,verb-intransitive,To plunge ones hand into
dive,verb-intransitive,To lunge  dove for the loose ball 
dive,verb-intransitive,To plunge into an activity or enterprise with vigor and gusto
dive,verb-transitive,To cause an aircraft for example to dive
dive,verb,To swim under water
dive,verb,To jump into water headfirst
dive,verb,To descend sharply or steeply
dive,verb,To undertake with enthusiasm
dive,verb,To deliberately fall down after a challenge imitating being fouled in the hope of getting ones opponent penalised
dive,verb,To cause to descend dunk
dive,verb-intransitive,To plunge into water head foremost to thrust the body under or deeply into water or other fluid
dive,verb-transitive,To plunge a person or thing into water to dip to duck
dive,verb-transitive,To explore by diving to plunge into
dive,verb,plunge into water
dive,verb,drop steeply
dive,verb,swim under water
dive in,verb,To start a new endeavor enthusiastically and wholeheartedly
dock,verb-transitive,To maneuver a vessel or vehicle into or next to a dock
dock,verb-transitive,To couple two or more spacecraft for example in space
dock,verb-intransitive,To move or come into a dock
dock,verb-transitive,To clip short or cut off an animals tail for example
dock,verb-transitive,To deprive of a benefit or a part of ones wages especially as a punishment  The company docks its employees for unauthorized absences 
dock,verb-transitive,To withhold or deduct a part from ones salary or wages
dock,verb,To cut off a section of an animals tail
dock,verb,To reduce wages to deduct
dock,verb,To land at a harbour
dock,verb,To join two moving items
dock,verb,To drag a user interface element such as a toolbar to a position on screen where it snaps into place
dock,verb-transitive,to cut off as the end of a thing to curtail to cut short to clip
dock,verb-transitive,To cut off a part from to shorten to deduct from to subject to a deduction
dock,verb-transitive,To cut off bar or destroy
dock,verb-transitive,To draw law or place a ship in a dock for repairing cleaning the bottom etc
dock,verb,deprive someone of benefits as a penalty
dock,verb,come into dock
dock,verb,maneuver into a dock
dock,verb,remove or shorten the tail of an animal
dock,verb,deduct from someones wages
doodle,verb-intransitive,To scribble aimlessly especially when preoccupied
doodle,verb-intransitive,To kill time
doodle,verb-transitive,To draw figures while preoccupied
doodle,verb,To draw or scribble something aimlessly
doodle,verb,make a doodle draw aimlessly
double over,verb,To bend over at the waist
double over,verb,bend over or curl up usually with laughter or pain
douse,verb-transitive,To plunge into liquid immerse See Synonyms at dip
douse,verb-transitive,To wet thoroughly drench
douse,verb-transitive,To put out a light or fire extinguish
douse,verb-intransitive,To become thoroughly wet
douse,verb,Variant of dowse
douse,verb,To strike
douse,verb,To strike or lower in haste to slacken suddenly as douse the topsail
douse,verb,To plunge suddenly into water to duck to immerse
douse,verb,To fall suddenly into water
douse,verb,To put out to extinguish
douse,verb-intransitive,To fall suddenly into water
douse,verb-transitive,To plunge suddenly into water to duck to immerse to dowse
douse,verb-transitive,To strike or lower in haste to slacken suddenly
douse,verb-transitive,To put out to extinguish
douse,verb,cover with liquid pour liquid onto
douse,verb,put out as of a candle or a light
douse,verb,dip into a liquid
douse,verb,immerse briefly into a liquid so as to wet coat or saturate
douse,verb,wet thoroughly
douse,verb,lower quickly
douse,verb,slacken
drag,verb-transitive,To pull along with difficulty or effort haul  dragged the heavy box out of the way  See Synonyms at pull
drag,verb-transitive,To cause to trail along a surface especially the ground
drag,verb-transitive,To move or bring by force or with great effort  had to drag him to the dentist dragged the truth out of the reluctant witness 
drag,verb-transitive,To search or sweep the bottom of a body of water as with a grappling hook or dragnet
drag,verb-transitive,To bring up or catch by such means
drag,verb-transitive,To prolong tediously  dragged the story out 
drag,verb-transitive,To break up rake or smooth out land or dirt especially by pulling a drag or heavy mesh  dragged the infield between innings 
drag,verb-intransitive,To trail along the ground  The dogs leash dragged on the sidewalk 
drag,verb-intransitive,To move slowly or with effort
drag,verb-intransitive,To lag behind
drag,verb-intransitive,To pass or proceed slowly tediously or laboriously  The time dragged as we waited 
drag,verb-intransitive,To search or dredge the bottom of a body of water  dragging for the sunken craft 
drag,verb-intransitive,To take part in or as if in a drag race
drag,verb-intransitive,To draw on a cigarette pipe or cigar
drag,verb,To pull along a surface or through a medium sometimes with difficulty
drag,verb,To move slowly
drag,verb,To act or proceed slowly or without enthusiasm to be reluctant
drag,verb,To move a mouse cursor while holding down a button on the mouse often to move something on the screen
drag,verb,To unintentionally rub or scrape on a surface
drag,verb,To perform as a drag queen or drag king
drag,verb,To hit or kick off target
drag,verb-intransitive,To be drawn along as a rope or dress on the ground to trail to be moved onward along the ground or along the bottom of the sea as an anchor that does not hold
drag,verb-intransitive,To move onward heavily laboriously or slowly to advance with weary effort to go on lingeringly
drag,verb-intransitive,To serve as a clog or hindrance to hold back
drag,verb-intransitive,To fish with a dragnet
drag,verb-transitive,To draw slowly or heavily onward to pull along the ground by main force to haul to trail  applied to drawing heavy or resisting bodies or those inapt for drawing with labor along the ground or other surface
drag,verb-transitive,To break as land by drawing a drag or harrow over it to harrow to draw a drag along the bottom of as a stream or other water hence to search as by means of a drag
drag,verb-transitive,To draw along as something burdensome hence to pass in pain or with difficulty
drag,verb,suck in or take air
drag,verb,force into some kind of situation condition or course of action
drag,verb,walk without lifting the feet
drag,verb,move slowly and as if with great effort
drag,verb,persuade to come away from something attractive or interesting
drag,verb,draw slowly or heavily
drag,verb,search as the bottom of a body of water for something valuable or lost
drag,verb,to lag or linger behind
drag,verb,use a computer mouse to move icons on the screen and select commands from a menu
drag,verb,proceed for an extended period of time
drape,verb-transitive,To cover dress or hang with or as if with cloth in loose folds  draped the coffin with a flag a robe that draped her figure  See Synonyms at clothe
drape,verb-transitive,To arrange or let fall in loose folds  draping the banner from the balcony 
drape,verb-transitive,To hang or rest limply  draped my legs over the chair 
drape,verb-intransitive,To fall or hang in loose folds  arranged the cloth to drape over the table legs 
drape,verb,To cover or adorn with drapery or folds of cloth or as with drapery as to drape a bust a building etc
drape,verb,To rail at to banter
drape,verb,To make cloth
drape,verb,To design drapery arrange its folds etc as for hangings costumes statues etc
drape,verb,To hang or rest limply
drape,verb,To spread over cover
drape,verb-intransitive,To make cloth
drape,verb-intransitive,To design drapery arrange its folds etc as for hangings costumes statues etc
drape,verb-transitive,To cover or adorn with drapery or folds of cloth or as with drapery
drape,verb-transitive,To rail at to banter
drape,verb,cover or dress loosely with cloth
drape,verb,arrange in a particular way
drape,verb,place casually
drape,verb,cover as if with clothing
draw,verb-transitive,To cause to move after or toward one by applying continuous force drag  drew the chair closer to the table a team of horses drawing a wagon  See Synonyms at pull
draw,verb-transitive,To cause to move in a given direction or to a given position as by leading  The teacher drew the children into the room to see the decorations 
draw,verb-transitive,To move or pull so as to cover or uncover something  draw the curtains 
draw,verb-transitive,To cause to flow forth  a pump drawing water a blow that drew blood 
draw,verb-transitive,To suck or take in air for example inhale
draw,verb-transitive,To require a specified depth of water for floating  a boat drawing  inches 
draw,verb-transitive,To take or pull out  drew a gun from beneath the counter drew out a fat wallet 
draw,verb-transitive,To extract or take for ones own use  draw strength from ones friends 
draw,verb-transitive,To make tea by steeping
draw,verb-transitive,To eviscerate disembowel
draw,verb-transitive,To cause to come by attracting attract  afraid the casino will draw undesirable elements to the town 
draw,verb-transitive,To select or take in from a given group type or region  draw clients from all levels of society 
draw,verb-transitive,To bring to a certain condition or action lead  drawn to despair drew them to resign 
draw,verb-transitive,To bring about deliberately provoke  draw enemy fire draw a penalty on an opponent  
draw,verb-transitive,To evoke as a response elicit  a performance that drew jeers from the audience 
draw,verb-transitive,To earn gain  deposits that draw interest at a rate of  percent 
draw,verb-transitive,To withdraw money
draw,verb-transitive,To use a check for example when paying
draw,verb-transitive,To receive on a regular basis or at a specified time  draw a pension 
draw,verb-transitive,To take or receive by chance  draw lots 
draw,verb-transitive,To end or leave a contest tied or undecided
draw,verb-transitive,To pull back the string of a bow
draw,verb-transitive,To distort the shape of
draw,verb-transitive,To stretch taut
draw,verb-transitive,To flatten stretch or mold metal by hammering or die stamping
draw,verb-transitive,To shape or elongate a wire for example by pulling through dies
draw,verb-transitive,To inscribe a line or lines with a pencil or other marking implement
draw,verb-transitive,To make a likeness of on a surface using mostly lines depict with lines  drew a map of the area drawing landscapes and still lifes 
draw,verb-transitive,To portray in writing or speech depict with words  draws moving scenes of ghetto life 
draw,verb-transitive,To formulate or devise from evidence or data at hand  draw a comparison 
draw,verb-transitive,To compose or write out in legal format  draw a deed 
draw,verb-intransitive,To proceed or move steadily  a ship drawing near the shore 
draw,verb-intransitive,To attract customers or spectators  The new play is drawing well 
draw,verb-intransitive,To pour forth liquid  The patients veins dont draw easily 
draw,verb-intransitive,To cause suppuration
draw,verb-intransitive,To take in a draft of air  The flue isnt drawing 
draw,verb-intransitive,To steep in or as if in the manner of tea
draw,verb-intransitive,To pull out a weapon for use
draw,verb-intransitive,To use or call upon part of a fund or supply  drawing on an account drew from the experience of fellow workers 
draw,verb-intransitive,To contract or tighten  material that draws when it dries 
draw,verb-intransitive,To conclude a contest without either side winning tie  The chess players drew in  moves 
draw,verb-intransitive,To make a likeness with lines on a surface sketch
draw,verb,To sketch depict with lines to produce a picture with pencil crayon chalk etc on paper cardboard etc
draw,verb,To drag pull
draw,verb,To pull out as a gun from a holster or a tooth
draw,verb,To extract a liquid or cause a liquid to come out primarily water or blood as in get water from a well to run water for a bath take a blood sample or cause to bleed the wound drew blood
draw,verb,To attract
draw,verb,To deduce or infer
draw,verb,To disembowel
draw,verb,To pull back the arrow in preparation for shooting
draw,verb,To close
draw,verb,To play a draw to end a game in a draw with neither side winning
draw,verb,To consume for example power
draw,verb,To determine the result of a lottery
draw,verb,To take the top card of a deck into hand
draw,verb,To trade in cards for replacements in draw poker games to attempt to improve ones hand with future cards See also draw out
draw,verb,inhale
draw,verb,to cause
draw,verb-intransitive,To pull to exert strength in drawing anything to have force to move anything by pulling
draw,verb-intransitive,To exert an attractive force to act as an inducement or enticement
draw,verb-intransitive,To have efficiency as an epispastic to act as a sinapism  said of a blister poultice etc
draw,verb-intransitive,To have draught as a chimney flue or the like to furnish transmission to smoke gases etc
draw,verb-intransitive,To unsheathe a weapon especially a sword
draw,verb-intransitive,To perform the act or practice the art of delineation to sketch to form figures or pictures
draw,verb-intransitive,To become contracted to shrink
draw,verb-intransitive,To move to come or go literally to draw ones self  with prepositions and adverbs as to draw away to move off esp in racing to get in front to obtain the lead or increase it to draw back to retreat to draw level to move up even with another to come up to or overtake another to draw off to retire or retreat to draw on to advance to draw up to form in array to draw near draw nigh or draw towards to approach to draw together to come together to collect
draw,verb-intransitive,To make a draft or written demand for payment of money deposited or due  usually with on or upon
draw,verb-intransitive,To admit the action of pulling or dragging to undergo draught
draw,verb-intransitive,To sink in water to require a depth for floating
draw,verb-transitive,To cause to move continuously by force applied in advance of the thing moved to pull along to haul to drag to cause to follow
draw,verb-transitive,To influence to move or tend toward ones self to exercise an attracting force upon to call towards itself to attract hence to entice to allure to induce
draw,verb-transitive,To cause to come out for ones use or benefit to extract to educe to bring forth as a To bring or take out or to let out from some receptacle as a stick or post from a hole water from a cask or well etc
draw,verb-transitive,To pull from a sheath as a sword
draw,verb-transitive,To extract to force out to elicit to derive
draw,verb-transitive,To obtain from some cause or origin to infer from evidence or reasons to deduce from premises to derive
draw,verb-transitive,To take or procure from a place of deposit to call for and receive from a fund or the like as to draw money from a bank
draw,verb-transitive,To take from a box or wheel as a lottery ticket to receive from a lottery by the drawing out of the numbers for prizes or blanks hence to obtain by good fortune to win to gain as he drew a prize
draw,verb-transitive,To select by the drawing of lots
draw,verb-transitive,To remove the contents of
draw,verb-transitive,To drain by emptying to suck dry
draw,verb-transitive,To extract the bowels of to eviscerate
draw,verb-transitive,To take into the lungs to inhale to inspire hence also to utter or produce by an inhalation to heave
draw,verb-transitive,To extend in length to lengthen to protract to stretch to extend as a mass of metal into wire
draw,verb-transitive,To run extend or produce as a line on any surface hence also to form by marking to make by an instrument of delineation to produce as a sketch figure or picture
draw,verb-transitive,To represent by lines drawn to form a sketch or a picture of to represent by a picture to delineate hence to represent by words to depict to describe
draw,verb-transitive,To write in due form to prepare a draught of
draw,verb-transitive,To require so great a depth as of water for floating  said of a vessel to sink so deep in water
draw,verb-transitive,To withdraw
draw,verb-transitive,To trace by scent to track  a hunting term
draw,verb-transitive,To play a shortlength ball directed at the leg stump with an inclined bat so as to deflect the ball between the legs and the wicket
draw,verb-transitive,To hit the ball with the toe of the club so that it is deflected toward the left
draw,verb-transitive,To strike the cue ball below the center so as to give it a backward rotation which causes it to take a backward direction on striking another ball
draw,verb-transitive,To throw up the stone gently
draw,verb-transitive,To leave a contest undecided
draw out,verb,To make something last for more time than is necessary prolong extend
draw out,verb,To physically extract as blood from a vein
draw out,verb,To extract bring out as concealed information elicit educe
draw out,verb,To use means to entice or force an animal from its hole or similar hiding place or by extension cause a shy person to be more open or talkative
draw out,verb,To improve a losing hand to a winning hand by receiving additional cards
draw out,verb,deduce a principle or construe a meaning
draw out,verb,make more sociable
draw out,verb,remove as if by suction
